Entry,wormbase CDS,Entry name,fragment,Status,Protein names,Gene names,Organism,Length,Taxonomic lineage (ALL),Glycosylation,Transmembrane,Cross-reference (PDB),Sequence uncertainty,Sequence conflict,Sequence caution,Disulfide bond,Cross-reference (Pfam),Cross-reference (GeneID),Cross-reference (UniGene),Cross-reference (RefSeq),Cross-reference (GenBank),Cross-reference (WormBase)
P34652,ZK632.6a,CALX_CAEEL,Err:504,reviewed,Calnexin (CeCNX-1),cnx-1 ZK632.6,Caenorhabditis elegans,619,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 203 203 N-linked (GlcNAc...). {ECO:0000269|PubMed:16256074}.; CARBOHYD 571 571 N-linked (GlcNAc...). {ECO:0000269|PubMed:16256074}.,TRANSMEM 481 501 Helical. {ECO:0000255}.,,,,,DISULFID 152 186 {ECO:0000250}.; DISULFID 352 358 {ECO:0000250}.,PF00262;,176390;,Cel.17175;,NP_499176.1;,,ZK632.6a;
P34358,C48B4.4a,CED7_CAEEL,Err:504,reviewed,ABC transporter ced-7 (Cell death protein 7),ced-7 C48B4.4,Caenorhabditis elegans,1704,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 126 126 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 145 145 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 359 359 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 421 421 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 427 427 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 481 481 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 678 678 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 727 727 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 899 899 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 986 986 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 1012 1012 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 1045 1045 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 1597 1597 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 1632 1632 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 23 43 Helical. {ECO:0000255}.; TRANSMEM 256 276 Helical. {ECO:0000255}.; TRANSMEM 306 326 Helical. {ECO:0000255}.; TRANSMEM 334 354 Helical. {ECO:0000255}.; TRANSMEM 362 382 Helical. {ECO:0000255}.; TRANSMEM 389 409 Helical. {ECO:0000255}.; TRANSMEM 436 456 Helical. {ECO:0000255}.; TRANSMEM 963 983 Helical. {ECO:0000255}.; TRANSMEM 1126 1146 Helical. {ECO:0000255}.; TRANSMEM 1153 1173 Helical. {ECO:0000255}.; TRANSMEM 1176 1196 Helical. {ECO:0000255}.; TRANSMEM 1201 1221 Helical. {ECO:0000255}.; TRANSMEM 1234 1254 Helical. {ECO:0000255}.; TRANSMEM 1266 1286 Helical. {ECO:0000255}.; TRANSMEM 1311 1331 Helical. {ECO:0000255}.,,,,,,PF00005;,176352;,Cel.6187;,NP_001021225.1;NP_001021226.1;NP_499115.2;,,C48B4.4a;C48B4.4b;C48B4.4c;
O17386,F08F1.5,CED8_CAEEL,Err:504,reviewed,Cell death abnormality protein 8,ced-8 F08F1.5,Caenorhabditis elegans,458,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 46 66 Helical. {ECO:0000255}.; TRANSMEM 78 98 Helical. {ECO:0000255}.; TRANSMEM 124 144 Helical. {ECO:0000255}.; TRANSMEM 220 240 Helical. {ECO:0000255}.; TRANSMEM 275 295 Helical. {ECO:0000255}.; TRANSMEM 318 338 Helical. {ECO:0000255}.; TRANSMEM 354 374 Helical. {ECO:0000255}.; TRANSMEM 379 399 Helical. {ECO:0000255}.,,,,,,PF09815;,184190;,Cel.11044;,NP_509427.2;,,F08F1.5;
Q7Z1Z1,#N/A,CHSSA_CAEEL,Err:504,reviewed,Chondroitin sulfate synthase sqv-5 (EC 2.4.1.174) (EC 2.4.1.175) (EC 2.4.1.226) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N- acetylgalactosaminyltransferase 1) (Glucuronylgalactosylproteoglycan 4-beta-N- acetylgalactosaminyltransferase) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 1) (Squashed vulva protein 5),sqv-5 T24D1.1,Caenorhabditis elegans,736,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 278 278 N-linked (GlcNAc...). {ECO:0000255|PROSITE-ProRule:PRU00498}.; CARBOHYD 348 348 N-linked (GlcNAc...). {ECO:0000255|PROSITE-ProRule:PRU00498}.; CARBOHYD 443 443 N-linked (GlcNAc...). {ECO:0000255|PROSITE-ProRule:PRU00498}.; CARBOHYD 477 477 N-linked (GlcNAc...). {ECO:0000255|PROSITE-ProRule:PRU00498}.,TRANSMEM 17 37 Helical. {ECO:0000255}.,,,,,,PF05679;,172851;,,NP_001021639.2;NP_001021640.2;,,T24D1.1a;T24D1.1b;
P45895,PAR2.4a,CHSSB_CAEEL,Err:504,reviewed,Chondroitin sulfate synthase mig-22 (EC 2.4.1.175) (Abnormal cell migration) (Chondroitin-polymerizing factor) (ChPF) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 1) (EC 2.4.1.226),mig-22 pfc-1 PAR2.4,Caenorhabditis elegans,804,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 123 123 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 172 172 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 268 268 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 7 27 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,,,,PF05679;,176231;,Cel.7531;,NP_498934.1;NP_871671.1;,,PAR2.4a;PAR2.4b;
Q03611,ZC84.2,CNG_CAEEL,Err:504,reviewed,Cyclic nucleotide-gated cation channel (Abnormal chemotaxis protein 4),tax-4 ZC84.2,Caenorhabditis elegans,733,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 121 141 Helical; Name=H1. {ECO:0000255}.; TRANSMEM 202 222 Helical; Name=H2. {ECO:0000255}.; TRANSMEM 252 272 Helical; Name=H3. {ECO:0000255}.; TRANSMEM 310 330 Helical; Name=H4. {ECO:0000255}.; TRANSMEM 387 407 Helical; Name=H5. {ECO:0000255}.; TRANSMEM 548 568 Helical; Name=H6. {ECO:0000255}.,,,,,,PF00027;PF00520;,176297;,Cel.19693;,NP_499033.1;,,ZC84.2;
P24893,MTCE.26,COX1_CAEEL,Err:504,reviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I),cox-1 coI MTCE.26,Caenorhabditis elegans,525,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 25 45 Helical. {ECO:0000255}.; TRANSMEM 71 91 Helical. {ECO:0000255}.; TRANSMEM 108 128 Helical. {ECO:0000255}.; TRANSMEM 152 172 Helical. {ECO:0000255}.; TRANSMEM 190 210 Helical. {ECO:0000255}.; TRANSMEM 241 261 Helical. {ECO:0000255}.; TRANSMEM 274 294 Helical. {ECO:0000255}.; TRANSMEM 317 337 Helical. {ECO:0000255}.; TRANSMEM 344 364 Helical. {ECO:0000255}.; TRANSMEM 387 407 Helical. {ECO:0000255}.; TRANSMEM 420 440 Helical. {ECO:0000255}.; TRANSMEM 459 479 Helical. {ECO:0000255}.,,,,,,PF00115;,2565700;,,NP_006961.1;,,
P34271,C02C2.3,CUP4_CAEEL,Err:504,reviewed,Acetylcholine receptor-like protein cup-4 (Coelomocyte uptake defective protein 4),cup-4 C02C2.3,Caenorhabditis elegans,433,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 41 41 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 68 68 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 237 237 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 249 249 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 282 302 Helical. {ECO:0000255}.; TRANSMEM 307 327 Helical. {ECO:0000255}.; TRANSMEM 337 357 Helical. {ECO:0000255}.; TRANSMEM 413 433 Helical. {ECO:0000255}.,,,,,DISULFID 178 192 {ECO:0000250}.,PF02931;,176104;,Cel.19985;,NP_498710.2;,,C02C2.3;
P20792,F29C4.1a,DAF1_CAEEL,Err:504,reviewed,Cell surface receptor daf-1 (EC 2.7.11.30) (Abnormal dauer formation protein 1),daf-1 F29C4.1,Caenorhabditis elegans,669,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 49 49 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 79 79 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 133 133 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 154 154 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 171 191 Helical. {ECO:0000255}.,,,,,,PF00069;PF08515;,176829;,Cel.5220;,NP_001023159.1;NP_001023160.1;,,F29C4.1a;F29C4.1b;
Q17938,C12D8.5,DAF36_CAEEL,Err:504,reviewed,Cholesterol desaturase daf-36 (EC 1.3.1.21),daf-36 C12D8.5,Caenorhabditis elegans,428,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 6 26 Helical. {ECO:0000255}.,,,,,,PF00355;,179422;,Cel.4822;,NP_505629.2;,,C12D8.5;
P50488,C05D2.1a,DAF4_CAEEL,Err:504,reviewed,Cell surface receptor daf-4 (EC 2.7.11.30) (Abnormal dauer formation protein 4),daf-4 C05D2.1,Caenorhabditis elegans,744,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 60 60 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 134 134 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 165 165 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 254 274 Helical. {ECO:0000255}.,,,CONFLICT 374 374 A -> P (in Ref. 1; AAA03544). {ECO:0000305}.; CONFLICT 545 545 L -> R (in Ref. 1; AAA03544). {ECO:0000305}.,,,PF00069;,175781;,Cel.6349;,NP_498211.1;,,C05D2.1a;
Q6RYS9,T14E8.3a,DOPR3_CAEEL,Err:504,reviewed,Dopamine receptor 3,dop-3 T14E8.3,Caenorhabditis elegans,607,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 24 44 Helical; Name=1. {ECO:0000255}.; TRANSMEM 59 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 97 117 Helical; Name=3. {ECO:0000255}.; TRANSMEM 142 162 Helical; Name=4. {ECO:0000255}.; TRANSMEM 183 203 Helical; Name=5. {ECO:0000255}.; TRANSMEM 524 544 Helical; Name=6. {ECO:0000255}.; TRANSMEM 559 579 Helical; Name=7. {ECO:0000255}.,,,,,DISULFID 95 173 {ECO:0000255|PROSITE-ProRule:PRU00521}.,PF00001;,188499;,Cel.355;,NP_001024907.2;NP_001024908.2;NP_001033560.1;NP_001033561.1;,,T14E8.3a;T14E8.3b;T14E8.3c;T14E8.3d;
Q18253,C27C12.7,DPF2_CAEEL,Err:504,reviewed,Dipeptidyl peptidase family member 2 (EC 3.4.14.-),dpf-2 C27C12.7,Caenorhabditis elegans,829,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans","CARBOHYD 61 61 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 66 66 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 183 183 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 209 209 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 314 314 N-linked (GlcNAc...). {ECO:0000269|PubMed:12754521, ECO:0000269|PubMed:17761667}.; CARBOHYD 359 359 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 754 754 N-linked (GlcNAc...). {ECO:0000255}.",TRANSMEM 28 48 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,,,DISULFID 514 533 {ECO:0000250}.; DISULFID 711 821 {ECO:0000250}.,PF00930;PF00326;,181579;,Cel.5433;,NP_510461.1;,,C27C12.7;
P34413,F22B7.10,DPY19_CAEEL,Err:504,reviewed,C-mannosyltransferase dpy-19 (EC 2.4.1.-) (Protein dumpy-19),dpy-19 F22B7.10,Caenorhabditis elegans,683,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 21 41 Helical. {ECO:0000255}.; TRANSMEM 167 187 Helical. {ECO:0000255}.; TRANSMEM 188 208 Helical. {ECO:0000255}.; TRANSMEM 220 240 Helical. {ECO:0000255}.; TRANSMEM 267 287 Helical. {ECO:0000255}.; TRANSMEM 298 318 Helical. {ECO:0000255}.; TRANSMEM 319 339 Helical. {ECO:0000255}.; TRANSMEM 344 364 Helical. {ECO:0000255}.; TRANSMEM 413 433 Helical. {ECO:0000255}.; TRANSMEM 467 487 Helical. {ECO:0000255}.; TRANSMEM 502 522 Helical. {ECO:0000255}.,,,,,,PF10034;,191628;,Cel.25396;,NP_498909.1;,,F22B7.10;
O61213,F56C11.1,DUOX1_CAEEL,Err:504,reviewed,Dual oxidase 1 (DUOX1) (EC 1.11.1.-) (EC 1.6.3.1) (Blistered cuticle protein 3) (NADPH thyroid oxidase 1),bli-3 F56C11.1,Caenorhabditis elegans,1497,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 66 66 N-linked (GlcNAc...). {ECO:0000269|PubMed:17761667}.; CARBOHYD 305 305 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 567 567 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 586 586 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 588 608 Helical. {ECO:0000255}.; TRANSMEM 987 1007 Helical. {ECO:0000255}.; TRANSMEM 1025 1045 Helical. {ECO:0000255}.; TRANSMEM 1069 1089 Helical. {ECO:0000255}.; TRANSMEM 1135 1155 Helical. {ECO:0000255}.; TRANSMEM 1164 1184 Helical. {ECO:0000255}.; TRANSMEM 1190 1210 Helical. {ECO:0000255}.,,,CONFLICT 105 105 Y -> H (in Ref. 1; AAF71303). {ECO:0000305}.; CONFLICT 829 829 T -> I (in Ref. 1; AAF71303). {ECO:0000305}.,,,PF03098;PF08022;PF01794;PF08030;,171608;,Cel.31857;,NP_490686.3;,,F56C11.1;
Q19192,F46C3.1,E2AKA_CAEEL,Err:504,reviewed,Eukaryotic translation initiation factor 2-alpha kinase pek-1 (EC 2.7.11.1) (CePEK) (PEK) (PRKR-like endoplasmic reticulum kinase) (PERK),pek-1 F46C3.1,Caenorhabditis elegans,1077,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 206 206 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 454 474 Helical. {ECO:0000255}.,,,,,,PF00069;PF01011;,181334;,Cel.7299;,NP_509912.1;,,F46C3.1;
Q10901,C12D12.2a,EAA1_CAEEL,Err:504,reviewed,Excitatory amino acid transporter (Sodium-dependent glutamate/ aspartate transporter),glt-1 C12D12.2,Caenorhabditis elegans,503,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 177 177 N-linked (GlcNAc...). {ECO:0000269|PubMed:15888633}.; CARBOHYD 187 187 N-linked (GlcNAc...). {ECO:0000269|PubMed:15888633}.,TRANSMEM 19 39 Helical. {ECO:0000255}.; TRANSMEM 59 79 Helical. {ECO:0000255}.; TRANSMEM 96 116 Helical. {ECO:0000255}.; TRANSMEM 199 219 Helical. {ECO:0000255}.; TRANSMEM 239 259 Helical. {ECO:0000255}.; TRANSMEM 281 301 Helical. {ECO:0000255}.; TRANSMEM 369 389 Helical. {ECO:0000255}.; TRANSMEM 400 420 Helical. {ECO:0000255}.,,,CONFLICT 68 68 L -> P (in Ref. 1; AAB41909/AAB41910). {ECO:0000305}.; CONFLICT 270 273 ADTA -> ENTT (in Ref. 1; AAB41909/AAB41910). {ECO:0000305}.; CONFLICT 321 321 A -> G (in Ref. 1; AAB41909/AAB41910). {ECO:0000305}.,,,PF00375;,180641;,Cel.21360;,NP_001024393.1;NP_001024394.1;,,C12D12.2a;C12D12.2b;
P34644,ZK512.6a,EAT4_CAEEL,Err:504,reviewed,Probable vesicular glutamate transporter eat-4 (Abnormal pharyngeal pumping eat-4),eat-4 ZK512.6,Caenorhabditis elegans,576,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 100 100 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 114 114 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 70 90 Helical. {ECO:0000255}.; TRANSMEM 122 142 Helical. {ECO:0000255}.; TRANSMEM 151 171 Helical. {ECO:0000255}.; TRANSMEM 175 195 Helical. {ECO:0000255}.; TRANSMEM 214 234 Helical. {ECO:0000255}.; TRANSMEM 240 260 Helical. {ECO:0000255}.; TRANSMEM 306 325 Helical. {ECO:0000255}.; TRANSMEM 345 365 Helical. {ECO:0000255}.; TRANSMEM 382 402 Helical. {ECO:0000255}.; TRANSMEM 407 427 Helical. {ECO:0000255}.; TRANSMEM 438 458 Helical. {ECO:0000255}.; TRANSMEM 472 492 Helical. {ECO:0000255}.,,,,,,PF07690;,176291;,Cel.19624;,NP_499023.3;,,ZK512.6a;
Q10656,F58A3.2a,EGL15_CAEEL,Err:504,reviewed,Myoblast growth factor receptor egl-15 (EC 2.7.10.1) (Egg-laying defective protein 15),egl-15 F58A3.2,Caenorhabditis elegans,1040,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 121 121 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 280 280 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 299 299 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 401 401 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 407 407 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 433 433 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 440 440 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 449 449 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 474 474 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 497 497 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 526 549 Helical. {ECO:0000255}.,,,CONFLICT 551 551 Q -> G (in Ref. 2; AAP44084). {ECO:0000305}.,,DISULFID 55 109 {ECO:0000255|PROSITE-ProRule:PRU00114}.; DISULFID 314 367 {ECO:0000255|PROSITE-ProRule:PRU00114}.; DISULFID 414 485 {ECO:0000255|PROSITE-ProRule:PRU00114}.,PF07679;PF07714;,181291;,Cel.17140;,NP_001024723.1;NP_001024724.2;NP_001024725.1;NP_001024726.1;NP_509842.2;,,F58A3.2a;F58A3.2b;F58A3.2c;F58A3.2d;F58A3.2e;
O01971,M01D7.6,EMR1_CAEEL,Err:504,reviewed,Emerin homolog 1 (Ce-emerin),emr-1 M01D7.6,Caenorhabditis elegans,166,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 128 148 Helical. {ECO:0000255}.,,,,,,PF03020;,171752;,Cel.18441;,NP_490907.1;,,M01D7.6;
O01705,K01G5.6,EXT2_CAEEL,Err:504,reviewed,Exostosin-2 (EC 2.4.1.223) (EC 2.4.1.224) (Glucuronyl-galactosyl-proteoglycan/Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses homolog 2),rib-2 K01G5.6,Caenorhabditis elegans,814,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",CARBOHYD 36 36 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 227 227 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 297 297 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 322 322 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 454 454 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 492 492 N-linked (GlcNAc...). {ECO:0000255}.; CARBOHYD 685 685 N-linked (GlcNAc...). {ECO:0000255}.,TRANSMEM 15 35 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.,,,CONFLICT 604 604 T -> S (in Ref. 1; AAC47510). {ECO:0000305}.,,DISULFID 726 774 {ECO:0000250|UniProtKB:Q9ES89}.,PF03016;PF09258;,176502;,Cel.17904;,NP_499368.1;,,K01G5.6;
G5EG11,T13F2.1a,FAT4_CAEEL,Err:504,reviewed,Delta(5) fatty acid desaturase fat-4 (EC 1.14.19.-) (Fatty acid desaturase 4),fat-4 des-5 T13F2.1,Caenorhabditis elegans,447,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 137 157 Helical. {ECO:0000255}.; TRANSMEM 257 277 Helical. {ECO:0000255}.; TRANSMEM 292 312 Helical. {ECO:0000255}.; TRANSMEM 319 339 Helical. {ECO:0000255}.,,,,,,PF00487;,177819;,Cel.18374;,NP_001255423.1;NP_001255424.1;NP_001255425.1;,,T13F2.1a;T13F2.1b;T13F2.1c;
O44827,H17B01.1a,FGT1_CAEEL,Err:504,reviewed,Facilitated glucose transporter protein 1,fgt-1 H17B01.1,Caenorhabditis elegans,510,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Rhabditoidea, Rhabditidae, Peloderinae, Caenorhabditis, Caenorhabditis elegans",,TRANSMEM 47 67 Helical; Name=1. {ECO:0000255}.; TRANSMEM 101 121 Helical; Name=2. {ECO:0000255}.; TRANSMEM 128 146 Helical; Name=3. {ECO:0000255}.; TRANSMEM 161 181 Helical; Name=4. {ECO:0000255}.; TRANSMEM 196 216 Helical; Name=5. {ECO:0000255}.; TRANSMEM 220 240 Helical; Name=6. {ECO:0000255}.; TRANSMEM 300 320 Helical; Name=7. {ECO:0000255}.; TRANSMEM 342 362 Helical; Name=8. {ECO:0000255}.; TRANSMEM 374 394 Helical; Name=9. {ECO:0000255}.; TRANSMEM 410 430 Helical; Name=10. {ECO:0000255}.; TRANSMEM 446 464 Helical; Name=11. {ECO:0000255}.; TRANSMEM 471 491 Helical; Name=12. {ECO:0000255}.,,,,,,PF00083;,173525;,Cel.22733;,NP_493981.1;NP_493982.1;,,H17B01.1a;H17B01.1b;
